No.,Time,Source,Destination,Protocol,Length,Info
2052,17.19107,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2053,17.191175,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2054,17.191175,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2055,17.191175,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2056,17.191175,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2057,17.191175,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2058,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2059,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2060,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2061,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2062,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2063,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2064,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2065,17.191351,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2066,17.191351,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2067,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2068,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2069,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2070,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2071,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2072,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2073,17.191351,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2074,17.191425,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
2075,17.191702,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2076,17.191702,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2077,17.191702,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2078,17.191702,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2079,17.191702,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2080,17.191702,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2081,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2082,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2083,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2084,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2085,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2086,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2087,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2088,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2089,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2090,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2091,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2092,17.191908,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2093,17.191908,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2094,17.191908,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2095,17.192089,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2096,17.192244,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2097,17.192244,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2098,17.192244,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2099,17.192766,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2100,17.193397,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2101,17.195653,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2102,17.196393,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2103,17.196856,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2104,17.197045,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2105,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2106,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2107,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2108,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2109,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2110,17.197366,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2111,17.197366,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2112,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2113,17.197366,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2114,17.197641,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2115,17.197641,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2116,17.197641,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2117,17.197641,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2118,17.197641,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2119,17.197641,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2120,17.197641,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2121,17.197854,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2122,17.19786,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
2123,17.197854,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2124,17.197854,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2125,17.197854,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2126,17.197854,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2127,17.197854,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2128,17.197854,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2129,17.197854,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2130,17.198091,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2131,17.198091,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1078 [ACK] Seq=1 Ack=518 Win=66816 Len=0
2132,17.198091,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2133,17.198091,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2134,17.198091,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2135,17.198091,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2136,17.198091,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,256,Protected Payload (KP0)
2137,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,490,Protected Payload (KP0)
2138,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1288,Protected Payload (KP0)
2139,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2140,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2141,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2142,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2143,17.198091,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2144,17.198458,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2145,17.198458,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2146,17.198458,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2147,17.198709,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2148,17.198709,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2149,17.198709,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2150,17.198709,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2151,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2152,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2153,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2154,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2155,17.198709,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,88,Protected Payload (KP0)
2156,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2157,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2158,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2159,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2160,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2161,17.198709,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2162,17.199988,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
2163,17.203031,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2164,17.203687,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82a::2016,QUIC,95,"Protected Payload (KP0), DCID=e2a72775b6dfd583"
2165,17.20496,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,98,"Protected Payload (KP0), DCID=b42864ca91553159"
2166,17.205344,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2167,17.205585,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2168,17.205818,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2169,17.20605,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2170,17.206294,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2171,17.208123,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2172,17.208123,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2173,17.208123,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2174,17.208123,2404:6800:4009:82d::2004,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,100,Protected Payload (KP0)
2175,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2176,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2177,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2178,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,743,Protected Payload (KP0)
2179,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2180,17.208123,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2181,17.20847,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2182,17.20847,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2183,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2184,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2185,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2186,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2187,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2188,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2189,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2190,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2191,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2192,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2193,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2194,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2195,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2196,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2197,17.208879,2404:6800:4009:82a::2016,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2198,17.208879,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2199,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2200,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2201,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2202,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2203,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2204,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2205,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2206,17.209269,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1079 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
2207,17.209269,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1082 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
2208,17.209269,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1080 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
2209,17.209269,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1081 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
2210,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2211,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2212,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2213,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2214,17.209269,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2215,17.2096,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2001,TCP,74,1079  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
2216,17.20969,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2001,TCP,74,1082  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
2217,17.209736,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2001,TCP,74,1080  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
2218,17.209768,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2001,TCP,74,1081  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
2219,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2220,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2221,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2222,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2223,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2224,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2225,17.209966,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2226,17.209966,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,7394,"Server Hello, Change Cipher Spec"
2227,17.209966,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,572,Application Data
2228,17.210187,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2001,TCP,74,1078  >  443 [ACK] Seq=518 Ack=7819 Win=65792 Len=0
2229,17.210344,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,88,Protected Payload (KP0)
2230,17.210377,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:82d::2004,QUIC,95,"Protected Payload (KP0), DCID=b42864ca91553159"
2231,17.210712,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
2232,17.210712,2404:6800:4009:824::2001,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
