No.,Time,Source,Destination,Protocol,Length,Info
974,11.520077,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=6685 Ack=582 Win=66816 Len=0
975,11.520175,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=6685 Ack=760 Win=67840 Len=0
976,11.520356,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,609,"Application Data, Application Data"
977,11.521414,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1292,"Initial, DCID=070da026de70dd52, PKN: 1, PADDING, PING, PING, PADDING, CRYPTO, PADDING, PING, PING, PING, PADDING"
978,11.533051,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
979,11.537214,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,163,Application Data
980,11.537281,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=760 Ack=7309 Win=64512 Len=0
981,11.539776,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,108,Application Data
982,11.546257,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,523,Application Data
983,11.546334,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=760 Ack=7792 Win=65792 Len=0
984,11.546888,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,527,Application Data
985,11.546995,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TCP,86,1075  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM=1
986,11.55123,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,980,"Application Data, Application Data"
987,11.55133,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=760 Ack=9151 Win=64256 Len=0
988,11.553666,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data"
989,11.553767,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1111,"Application Data, Application Data, Application Data"
990,11.553796,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=760 Ack=11408 Win=65792 Len=0
991,11.557998,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data"
992,11.558186,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
993,11.55822,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=760 Ack=13848 Win=65792 Len=0
994,11.558461,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
995,11.558956,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TLSv1.3,110,Application Data
996,11.564076,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
997,11.564288,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
998,11.564412,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,Application Data [TCP segment of a reassembled PDU]
999,11.564452,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=796 Ack=16288 Win=65792 Len=0
1000,11.569976,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
1001,11.570096,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
1002,11.570153,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=796 Ack=18728 Win=65792 Len=0
1003,11.570444,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1292,"Initial, DCID=070da026de70dd52, PKN: 3, CRYPTO, PADDING, PING, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO"
1004,11.570663,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TLSv1.3,110,Application Data
1005,11.58977,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data"
1006,11.590793,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
1007,11.59087,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=832 Ack=21168 Win=65792 Len=0
1008,11.591603,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TLSv1.3,110,Application Data
1009,11.591904,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1010,11.591904,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Initial, SCID=070da026de70dd52, PKN: 1, ACK, CRYPTO, PADDING"
1011,11.59617,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1292,"Initial, DCID=070da026de70dd52, PKN: 4, ACK, PADDING"
1012,11.602124,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,86,"443  >  1075 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256"
1013,11.602274,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TCP,74,1075  >  443 [ACK] Seq=1 Ack=1 Win=64768 Len=0
1014,11.602873,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TLSv1.3,591,Client Hello
1015,11.606512,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
1016,11.606691,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data, Application Data"
1017,11.606722,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=868 Ack=23608 Win=65792 Len=0
1018,11.610245,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Application Data, Application Data"
1019,11.610379,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,611,"Application Data, Application Data"
1020,11.61042,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TCP,74,1074  >  5228 [ACK] Seq=868 Ack=25365 Win=65792 Len=0
1021,11.611638,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4003:c04::bc,TLSv1.3,110,Application Data
1022,11.630083,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Initial, SCID=070da026de70dd52, PKN: 2, ACK, CRYPTO, PADDING"
1023,11.632403,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1292,"Initial, DCID=070da026de70dd52, PKN: 5, ACK, PADDING"
1024,11.644272,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=25365 Ack=796 Win=67840 Len=0
1025,11.651234,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=070da026de70dd52"
1026,11.651234,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=070da026de70dd52"
1027,11.651234,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,"Handshake, SCID=070da026de70dd52"
1028,11.651429,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,326,Protected Payload (KP0)
1029,11.651703,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,103,"Handshake, DCID=070da026de70dd52"
1030,11.652279,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,103,"Handshake, DCID=070da026de70dd52"
1031,11.656257,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=25365 Ack=832 Win=67840 Len=0
1032,11.662394,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1075 [ACK] Seq=1 Ack=518 Win=66816 Len=0
1033,11.669449,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,145,"Handshake, DCID=070da026de70dd52"
1034,11.66996,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,132,"Protected Payload (KP0), DCID=070da026de70dd52"
1035,11.670664,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1288,"Protected Payload (KP0), DCID=070da026de70dd52"
1036,11.670756,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,1292,"Protected Payload (KP0), DCID=070da026de70dd52"
1037,11.670811,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,837,"Protected Payload (KP0), DCID=070da026de70dd52"
1038,11.672553,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=25365 Ack=868 Win=67840 Len=0
1039,11.685107,2404:6800:4003:c04::bc,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,5228  >  1074 [ACK] Seq=25365 Ack=904 Win=67840 Len=0
1040,11.721816,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1292,Protected Payload (KP0)
1041,11.721816,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,182,Protected Payload (KP0)
1042,11.722041,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1294,"Server Hello, Change Cipher Spec"
1043,11.722356,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,96,"Protected Payload (KP0), DCID=070da026de70dd52"
1044,11.735251,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1045,11.737022,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1046,11.738226,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,2514,"443  >  1075 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=2440 [TCP segment of a reassembled PDU]"
1047,11.73829,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TCP,74,1075  >  443 [ACK] Seq=518 Ack=3661 Win=65792 Len=0
1048,11.738443,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,1216,Application Data
1049,11.73849,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TCP,74,1075  >  443 [ACK] Seq=518 Ack=4803 Win=64512 Len=0
1050,11.73956,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TLSv1.3,148,"Change Cipher Spec, Application Data"
1051,11.750958,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1052,11.763953,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,95,"Protected Payload (KP0), DCID=070da026de70dd52"
1053,11.796009,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TCP,74,443  >  1075 [ACK] Seq=4803 Ack=592 Win=66816 Len=0
1054,11.796933,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,TLSv1.3,938,"Application Data, Application Data"
1055,11.802987,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,1288,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1056,11.803329,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,347,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1057,11.807814,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1058,11.847838,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,TCP,74,1075  >  443 [ACK] Seq=592 Ack=5667 Win=65792 Len=0
1059,11.864884,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1076,Protected Payload (KP0)
1060,11.864884,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,997,Protected Payload (KP0)
1061,11.865121,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,124,Protected Payload (KP0)
1062,11.865807,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1063,11.866474,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1064,11.895212,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1065,11.895212,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1066,11.897282,192.168.59.232,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
1067,11.923948,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,95,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1068,11.948032,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1069,11.955922,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,95,"Protected Payload (KP0), DCID=070da026de70dd52"
1070,12.004461,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,458,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1071,12.005098,162.159.136.234,192.168.59.232,TLSv1.2,228,Application Data
1072,12.00574,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,187,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1073,12.006675,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,189,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1074,12.007395,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,189,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1075,12.008945,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,184,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1076,12.047806,192.168.59.232,162.159.136.234,TCP,54,2247  >  443 [ACK] Seq=1 Ack=4125 Win=3573 Len=0
1077,12.055653,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,885,Protected Payload (KP0)
1078,12.05642,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,97,"Protected Payload (KP0), DCID=070da026de70dd52"
1079,12.068985,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,454,Protected Payload (KP0)
1080,12.069138,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,231,Protected Payload (KP0)
1081,12.069496,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,95,"Protected Payload (KP0), DCID=070da026de70dd52"
1082,12.072985,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1083,12.075844,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1084,12.076415,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1085,12.081068,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1086,12.081267,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1087,12.081267,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1088,12.081461,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1089,12.081736,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1090,12.095828,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,95,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1091,12.107912,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1092,12.146033,192.168.59.232,192.168.59.222,DNS,95,Standard query 0xc811 A optimizationguide-pa.googleapis.com
1093,12.147013,192.168.59.232,192.168.59.222,DNS,95,Standard query 0x1aa8 AAAA optimizationguide-pa.googleapis.com
1094,12.148361,192.168.59.232,162.159.136.234,TLSv1.2,105,Application Data
1095,12.148705,192.168.59.232,192.168.59.222,DNS,75,Standard query 0x8bc1 A www.youtube.com
1096,12.149165,192.168.59.232,192.168.59.222,DNS,75,Standard query 0xc32b AAAA www.youtube.com
1097,12.162714,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,95,"Protected Payload (KP0), DCID=070da026de70dd52"
1098,12.162797,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1099,12.173292,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1100,12.220201,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,1182,Protected Payload (KP0)
1101,12.220331,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,96,Protected Payload (KP0)
1102,12.220781,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,97,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1103,12.222505,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,273,Protected Payload (KP0)
1104,12.222915,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:826::200e,QUIC,95,"Protected Payload (KP0), DCID=37717138a9a4c11a"
1105,12.287607,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1106,12.303624,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:824::2003,QUIC,95,"Protected Payload (KP0), DCID=070da026de70dd52"
1107,12.316147,2404:6800:4009:826::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1108,12.360718,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1109,12.373934,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1110,12.398441,192.168.59.222,192.168.59.232,DNS,351,Standard query response 0xc811 A optimizationguide-pa.googleapis.com A 142.250.76.202 A 142.250.183.42 A 142.250.183.74 A 142.250.183.106 A 142.250.192.10 A 142.250.192.42 A 142.250.192.74 A 142.250.192.106 A 142.250.192.138 A 142.251.42.10 A 142.251.42.42 A 172.217.27.202 A 172.217.160.202 A 172.217.166.42 A 172.217.166.170 A 142.251.42.74
1111,12.399735,192.168.59.232,224.0.0.251,MDNS,82,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
1112,12.400237,fe80::b187:485c:1480:a849,ff02::fb,MDNS,102,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
1113,12.402915,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,557,Protected Payload (KP0)
1114,12.403516,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1115,12.406384,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,989,Protected Payload (KP0)
1116,12.406537,162.159.136.234,192.168.59.232,TCP,54,443  >  2247 [ACK] Seq=4125 Ack=52 Win=8 Len=0
1117,12.421939,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,96,Protected Payload (KP0)
1118,12.422077,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,269,Protected Payload (KP0)
1119,12.422496,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1120,12.423001,192.168.59.222,192.168.59.232,DNS,207,Standard query response 0x1aa8 AAAA optimizationguide-pa.googleapis.com AAAA 2404:6800:4009:81c::200a AAAA 2404:6800:4009:81e::200a AAAA 2404:6800:4009:81f::200a AAAA 2404:6800:4009:820::200a
1121,12.425034,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:81c::200a,QUIC,378,"Protected Payload (KP0), DCID=2c0b53287582e474"
1122,12.431069,2404:6800:4009:824::2003,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,90,Protected Payload (KP0)
1123,12.433065,192.168.59.222,192.168.59.232,DNS,365,Standard query response 0x8bc1 A www.youtube.com CNAME youtube-ui.l.google.com A 172.217.166.46 A 172.217.166.174 A 142.251.42.78 A 142.250.67.238 A 172.217.174.78 A 142.250.182.206 A 142.250.182.238 A 142.250.183.14 A 142.250.183.142 A 142.250.183.174 A 142.250.183.206 A 142.250.66.14 A 142.250.199.142 A 142.250.199.174 A 142.251.42.110 A 172.217.174.238
1124,12.434045,192.168.59.222,192.168.59.232,DNS,221,Standard query response 0xc32b AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2404:6800:4009:801::200e AAAA 2404:6800:4009:809::200e AAAA 2404:6800:4009:811::200e AAAA 2404:6800:4009:80d::200e
1125,12.43635,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,1234,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1126,12.490992,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,87,Protected Payload (KP0)
1127,12.49724,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,89,Protected Payload (KP0)
1128,12.500026,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,590,Protected Payload (KP0)
1129,12.500739,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1130,12.501289,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,948,Protected Payload (KP0)
1131,12.501289,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,96,Protected Payload (KP0)
1132,12.501491,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,231,Protected Payload (KP0)
1133,12.501748,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,95,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1134,12.511743,162.159.136.234,192.168.59.232,TLSv1.2,160,Application Data
1135,12.517129,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,563,Protected Payload (KP0)
1136,12.517129,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,953,Protected Payload (KP0)
1137,12.517745,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,2404:6800:4009:809::200e,QUIC,97,"Protected Payload (KP0), DCID=f46ab9e01c9b06e4"
1138,12.522395,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,96,Protected Payload (KP0)
1139,12.522534,2404:6800:4009:809::200e,2401:4900:5607:5efe:85e2:a0ed:cd6:d7c0,QUIC,169,Protected Payload (KP0)
